"id","scan_number","advertised_device","advertised_channel","rssi","date","location"
"1437","330","beacon3","37","-100","2023-04-12 01:23:17","be8"
"1438","331","beacon2","38","-91","2023-04-12 01:23:19","be8"
"1439","331","beacon1","38","-86","2023-04-12 01:23:22","be8"
"1440","331","beacon10","37","-94","2023-04-12 01:23:22","be8"
"1441","332","beacon1","37","-95","2023-04-12 01:23:27","be8"
"1442","332","beacon2","37","-97","2023-04-12 01:23:27","be8"
"1443","332","beacon10","38","-99","2023-04-12 01:23:27","be8"
"1444","333","beacon1","37","-91","2023-04-12 01:23:31","be8"
"1445","333","beacon2","38","-98","2023-04-12 01:23:31","be8"
"1446","333","beacon10","37","-87","2023-04-12 01:23:31","be8"
"1447","333","beacon4","38","-101","2023-04-12 01:23:31","be8"
"1448","334","beacon10","37","-87","2023-04-12 01:23:37","be8"
"1449","334","beacon1","37","-92","2023-04-12 01:23:38","be8"
"1450","334","beacon2","37","-99","2023-04-12 01:23:38","be8"
"1451","334","beacon4","37","-96","2023-04-12 01:23:39","be8"
"1452","334","beacon3","38","-102","2023-04-12 01:23:39","be8"
"1453","335","beacon1","38","-84","2023-04-12 01:23:43","be8"
"1454","335","beacon2","38","-89","2023-04-12 01:23:45","be8"
"1455","335","beacon10","37","-95","2023-04-12 01:23:45","be8"
"1456","336","beacon1","37","-96","2023-04-12 01:23:50","be8"
"1457","336","beacon4","37","-101","2023-04-12 01:23:50","be8"
"1458","336","beacon2","38","-92","2023-04-12 01:23:50","be8"
"1459","336","beacon10","37","-91","2023-04-12 01:23:50","be8"
"1460","336","beacon1","39","-86","2023-04-12 01:23:51","be8"
"1461","336","beacon2","37","-95","2023-04-12 01:23:52","be8"
"1462","337","beacon2","38","-96","2023-04-12 01:23:55","be8"
"1463","337","beacon1","38","-92","2023-04-12 01:23:56","be8"
"1464","337","beacon10","37","-100","2023-04-12 01:23:56","be8"
"1465","337","beacon9","37","-98","2023-04-12 01:23:56","be8"
"1466","338","beacon10","38","-97","2023-04-12 01:24:02","be8"
"1467","338","beacon2","37","-88","2023-04-12 01:24:02","be8"
"1468","338","beacon1","38","-97","2023-04-12 01:24:02","be8"
"1469","338","beacon4","38","-99","2023-04-12 01:24:03","be8"
"1470","339","beacon1","37","-96","2023-04-12 01:24:07","be8"
"1471","339","beacon2","38","-87","2023-04-12 01:24:07","be8"
"1472","339","beacon10","37","-96","2023-04-12 01:24:07","be8"
"1473","339","beacon4","38","-99","2023-04-12 01:24:09","be8"
"1474","340","beacon10","37","-94","2023-04-12 01:24:13","be8"
"1475","340","beacon2","37","-97","2023-04-12 01:24:14","be8"
"1476","340","beacon1","37","-90","2023-04-12 01:24:14","be8"
"1477","341","beacon1","37","-84","2023-04-12 01:24:41","be9"
"1478","341","beacon2","37","-92","2023-04-12 01:24:41","be9"
"1479","341","beacon10","37","-94","2023-04-12 01:24:42","be9"
"1480","341","beacon4","37","-100","2023-04-12 01:24:43","be9"
"1481","341","beacon3","37","-97","2023-04-12 01:24:44","be9"
"1482","342","beacon1","37","-90","2023-04-12 01:24:47","be9"
"1483","342","beacon2","37","-90","2023-04-12 01:24:47","be9"
"1484","342","beacon10","38","-99","2023-04-12 01:24:47","be9"
"1485","342","beacon3","37","-101","2023-04-12 01:24:47","be9"
"1486","342","beacon4","38","-99","2023-04-12 01:24:48","be9"
"1487","343","beacon10","38","-84","2023-04-12 01:24:56","be9"
"1488","343","beacon2","37","-98","2023-04-12 01:24:56","be9"
"1489","343","beacon3","38","-99","2023-04-12 01:24:56","be9"
"1490","343","beacon1","38","-93","2023-04-12 01:24:56","be9"
"1491","343","beacon4","38","-94","2023-04-12 01:24:56","be9"
"1492","344","beacon1","37","-96","2023-04-12 01:24:59","be9"
"1493","344","beacon2","37","-86","2023-04-12 01:24:59","be9"
"1494","344","beacon10","39","-83","2023-04-12 01:25:01","be9"
"1495","344","beacon4","37","-92","2023-04-12 01:25:02","be9"
"1496","345","beacon1","37","-93","2023-04-12 01:25:06","be9"
"1497","345","beacon2","37","-87","2023-04-12 01:25:06","be9"
"1498","345","beacon10","38","-95","2023-04-12 01:25:06","be9"
"1499","345","beacon4","37","-101","2023-04-12 01:25:06","be9"
"1500","346","beacon1","37","-89","2023-04-12 01:25:11","be9"
"1501","346","beacon2","37","-97","2023-04-12 01:25:11","be9"
"1502","346","beacon10","38","-89","2023-04-12 01:25:11","be9"
"1503","346","beacon4","38","-97","2023-04-12 01:25:13","be9"
"1504","346","beacon1","38","-91","2023-04-12 01:25:15","be9"
"1505","346","beacon2","38","-95","2023-04-12 01:25:15","be9"
"1506","347","beacon1","37","-89","2023-04-12 01:25:17","be9"
"1507","347","beacon2","37","-86","2023-04-12 01:25:17","be9"
"1508","347","beacon4","37","-97","2023-04-12 01:25:20","be9"
"1509","347","beacon10","37","-92","2023-04-12 01:25:20","be9"
"1510","347","beacon3","37","-103","2023-04-12 01:25:20","be9"
"1511","348","beacon1","37","-86","2023-04-12 01:25:23","be9"
"1512","348","beacon2","37","-82","2023-04-12 01:25:23","be9"
"1513","348","beacon10","39","-85","2023-04-12 01:25:23","be9"
"1514","348","beacon3","37","-101","2023-04-12 01:25:24","be9"
"1515","348","beacon4","37","-99","2023-04-12 01:25:26","be9"
"1516","349","beacon1","37","-93","2023-04-12 01:25:29","be9"
"1517","349","beacon2","37","-85","2023-04-12 01:25:29","be9"
"1518","349","beacon10","37","-87","2023-04-12 01:25:30","be9"
"1519","349","beacon4","37","-104","2023-04-12 01:25:30","be9"
"1520","350","beacon1","37","-88","2023-04-12 01:25:35","be9"
"1521","350","beacon2","37","-89","2023-04-12 01:25:35","be9"
"1522","350","beacon4","37","-95","2023-04-12 01:25:36","be9"
"1523","350","beacon10","37","-91","2023-04-12 01:25:36","be9"
"1524","351","beacon1","37","-92","2023-04-12 01:25:46","be9"
"1525","351","beacon10","38","-94","2023-04-12 01:25:46","be9"
"1526","351","beacon2","38","-91","2023-04-12 01:26:07","be9"
"1527","351","beacon4","37","-98","2023-04-12 01:26:07","be9"
"1528","352","beacon10","38","-91","2023-04-12 01:26:10","be9"
"1529","352","beacon1","37","-96","2023-04-12 01:26:10","be9"
"1530","352","beacon2","37","-85","2023-04-12 01:26:10","be9"
"1531","352","beacon4","37","-95","2023-04-12 01:26:10","be9"
"1532","353","beacon1","37","-95","2023-04-12 01:26:10","be9"
"1533","353","beacon2","37","-83","2023-04-12 01:26:10","be9"
"1534","353","beacon10","38","-85","2023-04-12 01:26:10","be9"
"1535","353","beacon4","38","-90","2023-04-12 01:26:10","be9"
"1536","354","beacon1","37","-85","2023-04-12 01:26:10","be9"
"1537","354","beacon2","37","-90","2023-04-12 01:26:10","be9"
"1538","354","beacon4","37","-98","2023-04-12 01:26:10","be9"
"1539","354","beacon10","37","-84","2023-04-12 01:26:10","be9"
"1540","355","beacon10","38","-84","2023-04-12 01:26:10","be9"
"1541","355","beacon1","37","-88","2023-04-12 01:26:10","be9"
"1542","355","beacon2","37","-98","2023-04-12 01:26:10","be9"
"1543","355","beacon4","37","-93","2023-04-12 01:26:10","be9"
"1544","356","beacon1","37","-87","2023-04-12 01:26:19","be9"
"1545","356","beacon2","37","-87","2023-04-12 01:26:19","be9"
"1546","356","beacon3","37","-99","2023-04-12 01:26:19","be9"
"1547","356","beacon10","37","-87","2023-04-12 01:26:19","be9"
"1548","356","beacon4","38","-102","2023-04-12 01:26:19","be9"
"1549","357","beacon10","38","-86","2023-04-12 01:26:19","be9"
"1550","357","beacon1","37","-92","2023-04-12 01:26:19","be9"
"1551","357","beacon2","38","-96","2023-04-12 01:26:19","be9"
"1552","357","beacon4","38","-94","2023-04-12 01:26:19","be9"
"1553","357","beacon2","37","-89","2023-04-12 01:26:19","be9"
"1554","357","beacon1","37","-87","2023-04-12 01:26:19","be9"
"1555","357","beacon4","37","-93","2023-04-12 01:26:19","be9"
"1556","357","beacon10","37","-99","2023-04-12 01:26:19","be9"
"1557","358","beacon2","37","-94","2023-04-12 01:26:23","be9"
"1558","358","beacon1","37","-96","2023-04-12 01:26:23","be9"
"1559","358","beacon4","37","-91","2023-04-12 01:26:26","be9"
"1560","358","beacon10","37","-83","2023-04-12 01:26:26","be9"
"1561","358","beacon3","38","-101","2023-04-12 01:26:26","be9"
"1562","359","beacon2","37","-89","2023-04-12 01:26:30","be9"
"1563","359","beacon1","37","-96","2023-04-12 01:26:30","be9"
"1564","359","beacon4","37","-100","2023-04-12 01:26:30","be9"
"1565","359","beacon10","37","-84","2023-04-12 01:26:30","be9"
"1566","360","beacon1","37","-86","2023-04-12 01:26:35","be9"
"1567","360","beacon2","38","-99","2023-04-12 01:26:46","be9"
"1568","360","beacon10","37","-84","2023-04-12 01:26:49","be9"
"1569","360","beacon4","38","-103","2023-04-12 01:26:49","be9"
"1570","360","beacon3","37","-100","2023-04-12 01:26:49","be9"
"1571","361","beacon4","38","-97","2023-04-12 01:27:03","h1"
"1572","361","beacon10","38","-81","2023-04-12 01:27:03","h1"
"1573","361","beacon1","37","-97","2023-04-12 01:27:03","h1"
"1574","361","beacon2","37","-91","2023-04-12 01:27:04","h1"
"1575","361","beacon3","37","-99","2023-04-12 01:27:05","h1"
"1576","362","beacon10","37","-84","2023-04-12 01:27:09","h1"
"1577","362","beacon2","37","-92","2023-04-12 01:27:09","h1"
"1578","362","beacon1","37","-90","2023-04-12 01:27:09","h1"
"1579","362","beacon4","37","-95","2023-04-12 01:27:10","h1"
"1580","362","beacon3","38","-93","2023-04-12 01:27:13","h1"
"1581","363","beacon9","37","-99","2023-04-12 01:27:15","h1"
"1582","363","beacon10","37","-95","2023-04-12 01:27:15","h1"
"1583","363","beacon4","38","-98","2023-04-12 01:27:15","h1"
"1584","363","beacon2","37","-94","2023-04-12 01:27:15","h1"
"1585","363","beacon1","38","-91","2023-04-12 01:27:16","h1"
"1586","363","beacon3","38","-100","2023-04-12 01:27:17","h1"
"1587","363","beacon8","38","-102","2023-04-12 01:27:18","h1"
"1588","364","beacon10","37","-80","2023-04-12 01:27:21","h1"
"1589","364","beacon2","39","-80","2023-04-12 01:27:21","h1"
"1590","364","beacon4","38","-96","2023-04-12 01:27:21","h1"
"1591","364","beacon3","37","-95","2023-04-12 01:27:21","h1"
"1592","364","beacon1","37","-100","2023-04-12 01:27:23","h1"
"1593","365","beacon10","37","-92","2023-04-12 01:27:34","h1"
"1594","365","beacon2","37","-95","2023-04-12 01:27:34","h1"
"1595","365","beacon1","37","-92","2023-04-12 01:27:34","h1"
"1596","365","beacon4","37","-100","2023-04-12 01:27:34","h1"
"1597","365","beacon3","38","-100","2023-04-12 01:27:34","h1"
"1598","366","beacon4","38","-92","2023-04-12 01:27:34","h1"
"1599","366","beacon2","39","-80","2023-04-12 01:27:34","h1"
"1600","366","beacon10","38","-80","2023-04-12 01:27:34","h1"
"1601","366","beacon3","38","-100","2023-04-12 01:27:36","h1"
"1602","367","beacon10","37","-81","2023-04-12 01:27:39","h1"
"1603","367","beacon2","37","-96","2023-04-12 01:27:40","h1"
"1604","367","beacon1","38","-96","2023-04-12 01:27:40","h1"
"1605","367","beacon4","37","-92","2023-04-12 01:27:40","h1"
"1606","367","beacon3","38","-97","2023-04-12 01:27:41","h1"
"1607","367","beacon2","37","-96","2023-04-12 01:27:43","h1"
"1608","367","beacon10","38","-82","2023-04-12 01:27:43","h1"
"1609","367","beacon1","37","-97","2023-04-12 01:27:43","h1"
"1610","367","beacon3","38","-94","2023-04-12 01:27:43","h1"
"1611","367","beacon9","38","-100","2023-04-12 01:27:43","h1"
"1612","368","beacon10","37","-80","2023-04-12 01:27:46","h1"
"1613","368","beacon3","37","-98","2023-04-12 01:27:46","h1"
"1614","368","beacon4","38","-100","2023-04-12 01:27:46","h1"
"1615","368","beacon1","37","-97","2023-04-12 01:27:46","h1"
"1616","368","beacon2","37","-96","2023-04-12 01:27:46","h1"
"1617","368","beacon9","38","-102","2023-04-12 01:27:46","h1"
"1618","368","beacon8","38","-104","2023-04-12 01:27:48","h1"
"1619","369","beacon10","37","-79","2023-04-12 01:27:54","h1"
"1620","369","beacon3","37","-95","2023-04-12 01:27:54","h1"
"1621","369","beacon2","37","-94","2023-04-12 01:27:54","h1"
"1622","369","beacon4","37","-97","2023-04-12 01:27:54","h1"
"1623","369","beacon1","38","-100","2023-04-12 01:27:54","h1"
"1624","370","beacon10","37","-82","2023-04-12 01:27:57","h1"
"1625","370","beacon1","37","-92","2023-04-12 01:27:57","h1"
"1626","370","beacon2","37","-93","2023-04-12 01:27:57","h1"
"1627","370","beacon4","37","-103","2023-04-12 01:27:58","h1"
"1628","370","beacon3","37","-99","2023-04-12 01:27:59","h1"
"1629","371","beacon3","37","-95","2023-04-12 01:28:03","h1"
"1630","371","beacon10","37","-97","2023-04-12 01:28:03","h1"
"1631","371","beacon9","37","-103","2023-04-12 01:28:03","h1"
"1632","371","beacon2","37","-90","2023-04-12 01:28:07","h1"
"1633","371","beacon1","38","-100","2023-04-12 01:28:07","h1"
"1634","371","beacon4","37","-97","2023-04-12 01:28:07","h1"
"1635","372","beacon4","38","-92","2023-04-12 01:28:10","h1"
"1636","372","beacon2","39","-83","2023-04-12 01:28:10","h1"
"1637","372","beacon10","38","-79","2023-04-12 01:28:10","h1"
"1638","372","beacon7","38","-98","2023-04-12 01:28:10","h1"
"1639","372","beacon1","37","-94","2023-04-12 01:28:10","h1"
"1640","372","beacon3","37","-97","2023-04-12 01:28:11","h1"
"1641","373","beacon3","37","-93","2023-04-12 01:28:16","h1"
"1642","373","beacon2","37","-87","2023-04-12 01:28:16","h1"
"1643","373","beacon10","38","-81","2023-04-12 01:28:16","h1"
"1644","373","beacon1","37","-98","2023-04-12 01:28:16","h1"
"1645","373","beacon4","37","-98","2023-04-12 01:28:16","h1"
"1646","374","beacon10","37","-84","2023-04-12 01:28:21","h1"
"1647","374","beacon2","37","-93","2023-04-12 01:28:21","h1"
"1648","374","beacon1","37","-95","2023-04-12 01:28:21","h1"
"1649","374","beacon3","38","-100","2023-04-12 01:28:22","h1"
"1650","374","beacon4","38","-101","2023-04-12 01:28:22","h1"
"1651","374","beacon9","37","-99","2023-04-12 01:28:24","h1"
"1652","375","beacon10","37","-86","2023-04-12 01:28:28","h1"
"1653","375","beacon2","37","-86","2023-04-12 01:28:28","h1"
"1654","375","beacon1","37","-84","2023-04-12 01:28:28","h1"
"1655","375","beacon4","37","-97","2023-04-12 01:28:28","h1"
"1656","375","beacon3","37","-99","2023-04-12 01:28:29","h1"
"1657","375","beacon8","37","-100","2023-04-12 01:28:53","h1"
"1658","375","beacon9","38","-103","2023-04-12 01:28:53","h1"
"1659","376","beacon10","37","-100","2023-04-12 01:28:53","h1"
"1660","376","beacon4","38","-88","2023-04-12 01:28:53","h1"
"1661","376","beacon2","39","-83","2023-04-12 01:28:53","h1"
"1662","376","beacon1","39","-90","2023-04-12 01:28:53","h1"
"1663","376","beacon3","37","-100","2023-04-12 01:28:53","h1"
"1664","376","beacon8","37","-95","2023-04-12 01:28:53","h1"
"1665","377","beacon2","39","-83","2023-04-12 01:28:53","h1"
"1666","377","beacon4","38","-91","2023-04-12 01:28:53","h1"
"1667","377","beacon10","38","-79","2023-04-12 01:28:53","h1"
"1668","377","beacon7","38","-100","2023-04-12 01:28:53","h1"
"1669","377","beacon1","37","-91","2023-04-12 01:28:53","h1"
"1670","377","beacon8","38","-99","2023-04-12 01:28:53","h1"
"1671","378","beacon4","38","-97","2023-04-12 01:28:53","h1"
"1672","378","beacon10","38","-78","2023-04-12 01:28:53","h1"
"1673","378","beacon2","37","-89","2023-04-12 01:28:53","h1"
"1674","378","beacon1","38","-91","2023-04-12 01:28:53","h1"
"1675","378","beacon4","38","-89","2023-04-12 01:28:53","h1"
"1676","378","beacon2","39","-91","2023-04-12 01:28:53","h1"
"1677","378","beacon10","37","-86","2023-04-12 01:28:53","h1"
"1678","378","beacon1","37","-93","2023-04-12 01:28:53","h1"
"1679","379","beacon2","39","-87","2023-04-12 01:28:53","h1"
"1680","379","beacon10","38","-85","2023-04-12 01:28:53","h1"
"1681","379","beacon1","37","-102","2023-04-12 01:28:53","h1"
"1682","379","beacon4","37","-99","2023-04-12 01:28:53","h1"
"1683","379","beacon7","38","-105","2023-04-12 01:28:53","h1"
"1684","380","beacon2","37","-87","2023-04-12 01:28:57","h1"
"1685","380","beacon4","37","-94","2023-04-12 01:28:58","h1"
"1686","380","beacon1","38","-97","2023-04-12 01:28:58","h1"
"1687","380","beacon10","37","-91","2023-04-12 01:28:58","h1"
"1688","381","beacon1","38","-98","2023-04-12 01:29:25","h2"
"1689","381","beacon2","38","-87","2023-04-12 01:29:26","h2"
"1690","381","beacon10","37","-82","2023-04-12 01:29:26","h2"
"1691","381","beacon4","37","-87","2023-04-12 01:29:26","h2"
"1692","381","beacon3","37","-92","2023-04-12 01:29:26","h2"
"1693","381","beacon9","38","-99","2023-04-12 01:29:29","h2"
"1694","382","beacon10","37","-74","2023-04-12 01:29:36","h2"
"1695","382","beacon4","37","-99","2023-04-12 01:29:36","h2"
"1696","382","beacon1","37","-96","2023-04-12 01:29:36","h2"
"1697","382","beacon2","37","-96","2023-04-12 01:29:36","h2"
"1698","382","beacon7","38","-98","2023-04-12 01:29:36","h2"
"1699","382","beacon3","37","-95","2023-04-12 01:29:36","h2"
"1700","383","beacon10","37","-80","2023-04-12 01:29:37","h2"
"1701","383","beacon4","37","-92","2023-04-12 01:29:37","h2"
"1702","383","beacon1","37","-93","2023-04-12 01:29:38","h2"
"1703","383","beacon2","37","-94","2023-04-12 01:29:38","h2"
"1704","383","beacon3","38","-95","2023-04-12 01:29:38","h2"
"1705","383","beacon9","38","-101","2023-04-12 01:29:40","h2"
"1706","383","beacon8","38","-104","2023-04-12 01:29:40","h2"
"1707","384","beacon2","38","-99","2023-04-12 01:29:43","h2"
"1708","384","beacon4","38","-99","2023-04-12 01:29:44","h2"
"1709","384","beacon3","37","-87","2023-04-12 01:29:44","h2"
"1710","384","beacon10","38","-80","2023-04-12 01:29:44","h2"
"1711","384","beacon8","37","-99","2023-04-12 01:29:44","h2"
"1712","384","beacon1","37","-101","2023-04-12 01:29:46","h2"
"1713","384","beacon7","38","-98","2023-04-12 01:29:47","h2"
"1714","385","beacon4","38","-94","2023-04-12 01:29:49","h2"
"1715","385","beacon10","37","-76","2023-04-12 01:29:49","h2"
"1716","385","beacon3","37","-93","2023-04-12 01:29:50","h2"
"1717","385","beacon2","37","-90","2023-04-12 01:29:50","h2"
"1718","385","beacon1","38","-96","2023-04-12 01:29:52","h2"
"1719","386","beacon4","38","-86","2023-04-12 01:29:55","h2"
"1720","386","beacon3","37","-92","2023-04-12 01:29:56","h2"
"1721","386","beacon1","37","-98","2023-04-12 01:29:56","h2"
"1722","386","beacon10","39","-78","2023-04-12 01:29:56","h2"
"1723","386","beacon2","38","-96","2023-04-12 01:29:57","h2"
"1724","387","beacon10","37","-85","2023-04-12 01:30:01","h2"
"1725","387","beacon4","37","-86","2023-04-12 01:30:01","h2"
"1726","387","beacon8","38","-100","2023-04-12 01:30:01","h2"
"1727","387","beacon3","37","-86","2023-04-12 01:30:02","h2"
"1728","387","beacon2","38","-100","2023-04-12 01:30:03","h2"
"1729","387","beacon9","38","-99","2023-04-12 01:30:03","h2"
"1730","388","beacon4","37","-93","2023-04-12 01:30:07","h2"
"1731","388","beacon10","37","-78","2023-04-12 01:30:07","h2"
"1732","388","beacon9","37","-98","2023-04-12 01:30:07","h2"
"1733","388","beacon3","39","-87","2023-04-12 01:30:07","h2"
"1734","388","beacon1","38","-100","2023-04-12 01:30:08","h2"
"1735","388","beacon2","38","-98","2023-04-12 01:30:08","h2"
"1736","388","beacon10","38","-79","2023-04-12 01:30:10","h2"
"1737","388","beacon3","38","-85","2023-04-12 01:30:10","h2"
"1738","388","beacon1","37","-94","2023-04-12 01:30:10","h2"
"1739","388","beacon2","38","-96","2023-04-12 01:30:10","h2"
"1740","388","beacon4","37","-94","2023-04-12 01:30:10","h2"
"1741","389","beacon4","37","-89","2023-04-12 01:30:14","h2"
"1742","389","beacon10","37","-85","2023-04-12 01:30:14","h2"
"1743","389","beacon3","37","-87","2023-04-12 01:30:14","h2"
"1744","389","beacon1","37","-94","2023-04-12 01:30:14","h2"
"1745","389","beacon2","37","-101","2023-04-12 01:30:14","h2"
"1746","390","beacon4","37","-95","2023-04-12 01:30:19","h2"
"1747","390","beacon10","37","-77","2023-04-12 01:30:19","h2"
"1748","390","beacon2","38","-84","2023-04-12 01:30:19","h2"
"1749","390","beacon1","38","-93","2023-04-12 01:30:19","h2"
"1750","390","beacon3","37","-96","2023-04-12 01:30:20","h2"
"1751","390","beacon9","38","-102","2023-04-12 01:30:23","h2"
"1752","391","beacon4","37","-97","2023-04-12 01:30:25","h2"
"1753","391","beacon10","37","-78","2023-04-12 01:30:25","h2"
"1754","391","beacon3","37","-92","2023-04-12 01:30:26","h2"
"1755","391","beacon2","37","-93","2023-04-12 01:30:26","h2"
"1756","391","beacon1","37","-96","2023-04-12 01:30:27","h2"
"1757","391","beacon9","37","-100","2023-04-12 01:30:28","h2"
"1758","392","beacon4","37","-94","2023-04-12 01:30:31","h2"
"1759","392","beacon10","37","-82","2023-04-12 01:30:31","h2"
"1760","392","beacon2","38","-88","2023-04-12 01:30:31","h2"
"1761","392","beacon3","37","-92","2023-04-12 01:30:32","h2"
"1762","392","beacon1","37","-90","2023-04-12 01:30:32","h2"
"1763","393","beacon4","37","-94","2023-04-12 01:30:37","h2"
"1764","393","beacon10","37","-79","2023-04-12 01:30:37","h2"
"1765","393","beacon2","38","-91","2023-04-12 01:30:37","h2"
"1766","393","beacon3","39","-86","2023-04-12 01:30:37","h2"
"1767","393","beacon7","38","-101","2023-04-12 01:30:38","h2"
"1768","393","beacon1","37","-97","2023-04-12 01:30:38","h2"
"1769","393","beacon9","38","-99","2023-04-12 01:30:40","h2"
"1770","394","beacon4","37","-87","2023-04-12 01:30:43","h2"
"1771","394","beacon10","37","-87","2023-04-12 01:30:43","h2"
"1772","394","beacon3","37","-92","2023-04-12 01:30:44","h2"
"1773","394","beacon2","37","-99","2023-04-12 01:30:44","h2"
"1774","394","beacon1","38","-101","2023-04-12 01:30:45","h2"
"1775","394","beacon8","38","-97","2023-04-12 01:30:45","h2"
"1776","395","beacon4","37","-101","2023-04-12 01:30:49","h2"
"1777","395","beacon10","37","-75","2023-04-12 01:30:49","h2"
"1778","395","beacon3","39","-87","2023-04-12 01:30:50","h2"
"1779","395","beacon2","38","-91","2023-04-12 01:30:50","h2"
"1780","395","beacon1","37","-93","2023-04-12 01:30:51","h2"
"1781","396","beacon10","37","-75","2023-04-12 01:30:56","h2"
"1782","396","beacon1","38","-91","2023-04-12 01:30:56","h2"
"1783","396","beacon4","38","-90","2023-04-12 01:30:56","h2"
"1784","396","beacon3","37","-87","2023-04-12 01:30:59","h2"
"1785","396","beacon2","37","-94","2023-04-12 01:31:00","h2"
"1786","397","beacon4","38","-94","2023-04-12 01:31:03","h2"
"1787","397","beacon10","38","-89","2023-04-12 01:31:03","h2"
"1788","397","beacon3","38","-90","2023-04-12 01:31:03","h2"
"1789","397","beacon1","37","-98","2023-04-12 01:31:04","h2"
"1790","397","beacon2","37","-90","2023-04-12 01:31:04","h2"
"1791","398","beacon4","37","-97","2023-04-12 01:31:09","h2"
"1792","398","beacon10","37","-80","2023-04-12 01:31:09","h2"
"1793","398","beacon3","37","-89","2023-04-12 01:31:09","h2"
"1794","398","beacon1","37","-94","2023-04-12 01:31:09","h2"
"1795","398","beacon2","37","-92","2023-04-12 01:31:09","h2"
"1796","399","beacon1","38","-90","2023-04-12 01:31:14","h2"
"1797","399","beacon4","38","-94","2023-04-12 01:31:14","h2"
"1798","399","beacon10","37","-81","2023-04-12 01:31:14","h2"
"1799","399","beacon3","37","-97","2023-04-12 01:31:14","h2"
"1800","399","beacon2","37","-93","2023-04-12 01:31:14","h2"
"1801","399","beacon8","37","-99","2023-04-12 01:31:14","h2"
"1802","400","beacon4","37","-92","2023-04-12 01:31:21","h2"
"1803","400","beacon3","39","-84","2023-04-12 01:31:21","h2"
"1804","400","beacon1","38","-99","2023-04-12 01:32:51","h2"
"1805","400","beacon10","37","-85","2023-04-12 01:32:51","h2"
"1806","400","beacon3","37","-90","2023-04-12 01:32:51","h2"
"1807","400","beacon2","37","-104","2023-04-12 01:32:53","h2"
"1808","400","beacon4","37","-90","2023-04-12 01:32:55","h2"
"1809","401","beacon2","38","-98","2023-04-12 01:32:58","h3"
"1810","401","beacon8","38","-100","2023-04-12 01:32:58","h3"
"1811","401","beacon3","37","-82","2023-04-12 01:32:58","h3"
"1812","401","beacon7","38","-97","2023-04-12 01:32:58","h3"
"1813","401","beacon10","38","-85","2023-04-12 01:32:58","h3"
"1814","401","beacon4","37","-95","2023-04-12 01:32:58","h3"
"1815","401","beacon1","37","-100","2023-04-12 01:32:59","h3"
"1816","401","beacon9","37","-97","2023-04-12 01:33:00","h3"
"1817","402","beacon4","37","-89","2023-04-12 01:33:04","h3"
"1818","402","beacon10","37","-85","2023-04-12 01:33:04","h3"
"1819","402","beacon1","38","-97","2023-04-12 01:33:04","h3"
"1820","402","beacon2","38","-99","2023-04-12 01:33:04","h3"
"1821","402","beacon8","38","-95","2023-04-12 01:33:04","h3"
"1822","402","beacon3","39","-84","2023-04-12 01:33:04","h3"
"1823","402","beacon9","38","-104","2023-04-12 01:33:06","h3"
"1824","403","beacon4","37","-93","2023-04-12 01:33:11","h3"
"1825","403","beacon10","37","-80","2023-04-12 01:33:11","h3"
"1826","403","beacon1","37","-92","2023-04-12 01:33:11","h3"
"1827","403","beacon3","38","-84","2023-04-12 01:33:11","h3"
"1828","403","beacon7","37","-100","2023-04-12 01:33:11","h3"
"1829","403","beacon9","37","-103","2023-04-12 01:33:11","h3"
"1830","403","beacon2","38","-96","2023-04-12 01:33:12","h3"
"1831","404","beacon2","38","-99","2023-04-12 01:33:15","h3"
"1832","404","beacon1","38","-91","2023-04-12 01:33:15","h3"
"1833","404","beacon4","38","-93","2023-04-12 01:33:15","h3"
"1834","404","beacon3","37","-93","2023-04-12 01:33:15","h3"
"1835","404","beacon10","38","-84","2023-04-12 01:33:16","h3"
"1836","405","beacon3","39","-86","2023-04-12 01:33:21","h3"
"1837","405","beacon4","38","-101","2023-04-12 01:33:21","h3"
"1838","405","beacon10","38","-85","2023-04-12 01:33:21","h3"
"1839","405","beacon1","38","-98","2023-04-12 01:33:22","h3"
"1840","405","beacon2","38","-100","2023-04-12 01:33:22","h3"
"1841","405","beacon8","38","-97","2023-04-12 01:33:22","h3"
"1842","406","beacon4","37","-82","2023-04-12 01:33:27","h3"
"1843","406","beacon10","37","-78","2023-04-12 01:33:27","h3"
"1844","406","beacon3","39","-84","2023-04-12 01:33:27","h3"
"1845","406","beacon1","38","-92","2023-04-12 01:33:28","h3"
"1846","406","beacon2","37","-99","2023-04-12 01:33:29","h3"
"1847","407","beacon2","38","-97","2023-04-12 01:33:33","h3"
"1848","407","beacon4","38","-85","2023-04-12 01:33:33","h3"
"1849","407","beacon10","37","-82","2023-04-12 01:33:33","h3"
"1850","407","beacon3","37","-89","2023-04-12 01:33:33","h3"
"1851","407","beacon8","37","-102","2023-04-12 01:33:34","h3"
"1852","407","beacon1","38","-98","2023-04-12 01:33:34","h3"
"1853","408","beacon10","37","-85","2023-04-12 01:33:39","h3"
"1854","408","beacon4","37","-89","2023-04-12 01:33:39","h3"
"1855","408","beacon3","39","-85","2023-04-12 01:33:39","h3"
"1856","408","beacon9","37","-97","2023-04-12 01:33:39","h3"
"1857","408","beacon2","37","-95","2023-04-12 01:33:40","h3"
"1858","408","beacon1","37","-101","2023-04-12 01:33:40","h3"
"1859","408","beacon8","37","-98","2023-04-12 01:33:43","h3"
