"id","scan_number","advertised_device","advertised_channel","rssi","date","location"
"1177","264","beacon1","37","-92","2023-04-12 01:15:30","be5"
"1178","264","beacon10","38","-97","2023-04-12 01:15:32","be5"
"1179","265","beacon10","38","-91","2023-04-12 01:15:37","be5"
"1180","265","beacon2","39","-89","2023-04-12 01:15:37","be5"
"1181","265","beacon1","39","-87","2023-04-12 01:15:37","be5"
"1182","265","beacon4","37","-100","2023-04-12 01:15:39","be5"
"1183","266","beacon2","37","-95","2023-04-12 01:15:42","be5"
"1184","266","beacon1","37","-97","2023-04-12 01:15:42","be5"
"1185","266","beacon10","38","-101","2023-04-12 01:15:44","be5"
"1186","267","beacon1","37","-91","2023-04-12 01:15:50","be5"
"1187","267","beacon2","37","-89","2023-04-12 01:15:50","be5"
"1188","267","beacon10","38","-99","2023-04-12 01:15:50","be5"
"1189","267","beacon4","37","-100","2023-04-12 01:15:50","be5"
"1190","268","beacon10","38","-94","2023-04-12 01:15:54","be5"
"1191","268","beacon1","37","-80","2023-04-12 01:15:55","be5"
"1192","268","beacon2","37","-89","2023-04-12 01:15:55","be5"
"1193","268","beacon4","38","-105","2023-04-12 01:15:56","be5"
"1194","269","beacon1","37","-87","2023-04-12 01:16:00","be5"
"1195","269","beacon2","37","-89","2023-04-12 01:16:00","be5"
"1196","269","beacon10","38","-93","2023-04-12 01:16:01","be5"
"1197","269","beacon4","38","-99","2023-04-12 01:16:03","be5"
"1198","270","beacon1","37","-94","2023-04-12 01:16:07","be5"
"1199","270","beacon2","37","-92","2023-04-12 01:16:07","be5"
"1200","270","beacon4","37","-99","2023-04-12 01:16:07","be5"
"1201","270","beacon10","38","-99","2023-04-12 01:16:08","be5"
"1202","271","beacon10","38","-92","2023-04-12 01:16:13","be5"
"1203","271","beacon2","38","-88","2023-04-12 01:16:13","be5"
"1204","271","beacon1","38","-93","2023-04-12 01:16:13","be5"
"1205","272","beacon1","37","-86","2023-04-12 01:16:18","be5"
"1206","272","beacon2","37","-89","2023-04-12 01:16:18","be5"
"1207","272","beacon10","37","-98","2023-04-12 01:16:19","be5"
"1208","273","beacon2","37","-98","2023-04-12 01:16:25","be5"
"1209","273","beacon1","37","-89","2023-04-12 01:16:25","be5"
"1210","273","beacon4","38","-99","2023-04-12 01:16:25","be5"
"1211","273","beacon10","38","-97","2023-04-12 01:16:26","be5"
"1212","274","beacon2","37","-95","2023-04-12 01:16:33","be5"
"1213","274","beacon1","37","-83","2023-04-12 01:16:33","be5"
"1214","274","beacon1","39","-83","2023-04-12 01:16:33","be5"
"1215","274","beacon2","37","-86","2023-04-12 01:16:33","be5"
"1216","274","beacon10","38","-96","2023-04-12 01:16:33","be5"
"1217","275","beacon2","37","-98","2023-04-12 01:16:38","be5"
"1218","275","beacon1","37","-85","2023-04-12 01:16:38","be5"
"1219","275","beacon10","37","-96","2023-04-12 01:16:39","be5"
"1220","276","beacon2","37","-86","2023-04-12 01:16:42","be5"
"1221","276","beacon1","37","-85","2023-04-12 01:16:42","be5"
"1222","276","beacon10","37","-99","2023-04-12 01:16:43","be5"
"1223","277","beacon1","37","-87","2023-04-12 01:16:51","be5"
"1224","277","beacon2","37","-91","2023-04-12 01:16:51","be5"
"1225","277","beacon10","37","-94","2023-04-12 01:16:51","be5"
"1226","277","beacon4","37","-102","2023-04-12 01:16:52","be5"
"1227","278","beacon10","38","-96","2023-04-12 01:16:55","be5"
"1228","278","beacon2","38","-92","2023-04-12 01:16:56","be5"
"1229","278","beacon1","38","-82","2023-04-12 01:16:56","be5"
"1230","278","beacon4","37","-99","2023-04-12 01:16:56","be5"
"1231","279","beacon2","37","-84","2023-04-12 01:17:02","be5"
"1232","279","beacon1","37","-85","2023-04-12 01:17:02","be5"
"1233","279","beacon10","38","-97","2023-04-12 01:17:02","be5"
"1234","279","beacon4","37","-99","2023-04-12 01:17:03","be5"
"1235","280","beacon1","37","-83","2023-04-12 01:17:08","be5"
"1236","280","beacon10","38","-91","2023-04-12 01:17:08","be5"
"1237","280","beacon2","37","-98","2023-04-12 01:17:08","be5"
"1238","281","beacon10","37","-94","2023-04-12 01:17:34","be6"
"1239","281","beacon1","37","-91","2023-04-12 01:17:35","be6"
"1240","281","beacon2","37","-94","2023-04-12 01:17:35","be6"
"1241","281","beacon4","37","-95","2023-04-12 01:17:35","be6"
"1242","282","beacon10","37","-90","2023-04-12 01:17:42","be6"
"1243","282","beacon4","38","-103","2023-04-12 01:17:42","be6"
"1244","282","beacon1","37","-84","2023-04-12 01:17:42","be6"
"1245","282","beacon2","37","-96","2023-04-12 01:17:42","be6"
"1246","283","beacon4","38","-95","2023-04-12 01:17:48","be6"
"1247","283","beacon2","39","-85","2023-04-12 01:17:48","be6"
"1248","283","beacon1","39","-81","2023-04-12 01:17:48","be6"
"1249","283","beacon10","38","-92","2023-04-12 01:17:48","be6"
"1250","283","beacon8","38","-99","2023-04-12 01:17:50","be6"
"1251","284","beacon10","37","-90","2023-04-12 01:17:52","be6"
"1252","284","beacon1","39","-87","2023-04-12 01:17:52","be6"
"1253","284","beacon2","37","-88","2023-04-12 01:17:53","be6"
"1254","284","beacon4","37","-101","2023-04-12 01:17:54","be6"
"1255","284","beacon1","38","-85","2023-04-12 01:17:55","be6"
"1256","284","beacon4","38","-96","2023-04-12 01:17:58","be6"
"1257","284","beacon2","39","-90","2023-04-12 01:17:58","be6"
"1258","284","beacon10","38","-96","2023-04-12 01:17:58","be6"
"1259","285","beacon10","37","-93","2023-04-12 01:17:58","be6"
"1260","285","beacon1","37","-85","2023-04-12 01:17:59","be6"
"1261","285","beacon2","37","-94","2023-04-12 01:18:03","be6"
"1262","285","beacon4","37","-97","2023-04-12 01:18:03","be6"
"1263","286","beacon10","37","-87","2023-04-12 01:18:04","be6"
"1264","286","beacon2","37","-87","2023-04-12 01:18:05","be6"
"1265","286","beacon1","37","-88","2023-04-12 01:18:05","be6"
"1266","286","beacon4","37","-100","2023-04-12 01:18:08","be6"
"1267","287","beacon10","37","-100","2023-04-12 01:18:12","be6"
"1268","287","beacon2","39","-84","2023-04-12 01:18:12","be6"
"1269","287","beacon1","37","-94","2023-04-12 01:18:12","be6"
"1270","287","beacon4","37","-98","2023-04-12 01:18:12","be6"
"1271","288","beacon10","37","-92","2023-04-12 01:18:18","be6"
"1272","288","beacon2","37","-90","2023-04-12 01:18:18","be6"
"1273","288","beacon1","37","-82","2023-04-12 01:18:18","be6"
"1274","288","beacon4","37","-98","2023-04-12 01:18:18","be6"
"1275","289","beacon10","37","-88","2023-04-12 01:18:23","be6"
"1276","289","beacon4","38","-92","2023-04-12 01:18:23","be6"
"1277","289","beacon1","37","-90","2023-04-12 01:18:23","be6"
"1278","289","beacon2","37","-84","2023-04-12 01:18:23","be6"
"1279","290","beacon2","39","-83","2023-04-12 01:18:29","be6"
"1280","290","beacon10","38","-86","2023-04-12 01:18:29","be6"
"1281","290","beacon1","37","-84","2023-04-12 01:18:29","be6"
"1282","290","beacon4","37","-94","2023-04-12 01:18:29","be6"
"1283","291","beacon10","37","-89","2023-04-12 01:18:35","be6"
"1284","291","beacon2","37","-91","2023-04-12 01:18:35","be6"
"1285","291","beacon1","38","-86","2023-04-12 01:18:35","be6"
"1286","292","beacon4","38","-95","2023-04-12 01:18:41","be6"
"1287","292","beacon10","38","-89","2023-04-12 01:18:41","be6"
"1288","292","beacon2","37","-93","2023-04-12 01:18:41","be6"
"1289","292","beacon1","37","-86","2023-04-12 01:18:41","be6"
"1290","293","beacon10","37","-88","2023-04-12 01:18:47","be6"
"1291","293","beacon2","37","-90","2023-04-12 01:18:48","be6"
"1292","293","beacon1","37","-85","2023-04-12 01:18:48","be6"
"1293","293","beacon4","37","-94","2023-04-12 01:18:48","be6"
"1294","294","beacon10","37","-88","2023-04-12 01:18:53","be6"
"1295","294","beacon4","38","-97","2023-04-12 01:18:53","be6"
"1296","294","beacon2","37","-91","2023-04-12 01:18:53","be6"
"1297","294","beacon1","37","-91","2023-04-12 01:18:53","be6"
"1298","295","beacon2","39","-86","2023-04-12 01:18:58","be6"
"1299","295","beacon10","38","-92","2023-04-12 01:18:59","be6"
"1300","295","beacon4","37","-97","2023-04-12 01:19:01","be6"
"1301","295","beacon1","39","-85","2023-04-12 01:19:01","be6"
"1302","295","beacon2","39","-84","2023-04-12 01:19:01","be6"
"1303","296","beacon10","37","-89","2023-04-12 01:19:07","be6"
"1304","296","beacon1","37","-94","2023-04-12 01:19:07","be6"
"1305","296","beacon2","37","-87","2023-04-12 01:19:07","be6"
"1306","296","beacon4","37","-99","2023-04-12 01:19:07","be6"
"1307","297","beacon10","37","-86","2023-04-12 01:19:10","be6"
"1308","297","beacon2","37","-93","2023-04-12 01:19:12","be6"
"1309","297","beacon1","37","-87","2023-04-12 01:19:21","be6"
"1310","297","beacon4","37","-96","2023-04-12 01:19:21","be6"
"1311","298","beacon10","37","-93","2023-04-12 01:19:22","be6"
"1312","298","beacon4","38","-95","2023-04-12 01:19:22","be6"
"1313","298","beacon1","37","-93","2023-04-12 01:19:22","be6"
"1314","298","beacon2","37","-87","2023-04-12 01:19:22","be6"
"1315","299","beacon10","37","-95","2023-04-12 01:19:24","be6"
"1316","299","beacon2","37","-90","2023-04-12 01:19:24","be6"
"1317","299","beacon1","37","-93","2023-04-12 01:19:24","be6"
"1318","299","beacon4","38","-93","2023-04-12 01:19:24","be6"
"1319","300","beacon10","37","-89","2023-04-12 01:19:30","be6"
"1320","300","beacon4","38","-96","2023-04-12 01:19:30","be6"
"1321","300","beacon1","37","-89","2023-04-12 01:19:30","be6"
"1322","300","beacon2","37","-84","2023-04-12 01:19:30","be6"
"1323","301","beacon1","38","-78","2023-04-12 01:19:57","be7"
"1324","301","beacon10","37","-95","2023-04-12 01:19:57","be7"
"1325","301","beacon2","37","-96","2023-04-12 01:19:59","be7"
"1326","301","beacon4","38","-98","2023-04-12 01:19:59","be7"
"1327","302","beacon1","39","-84","2023-04-12 01:20:08","be7"
"1328","302","beacon2","37","-94","2023-04-12 01:20:08","be7"
"1329","302","beacon10","37","-97","2023-04-12 01:20:08","be7"
"1330","303","beacon1","38","-87","2023-04-12 01:20:09","be7"
"1331","303","beacon2","38","-94","2023-04-12 01:20:09","be7"
"1332","303","beacon10","38","-100","2023-04-12 01:20:10","be7"
"1333","303","beacon4","38","-101","2023-04-12 01:20:10","be7"
"1334","304","beacon2","38","-88","2023-04-12 01:20:15","be7"
"1335","304","beacon1","38","-91","2023-04-12 01:20:15","be7"
"1336","304","beacon10","37","-97","2023-04-12 01:20:15","be7"
"1337","305","beacon2","38","-97","2023-04-12 01:20:21","be7"
"1338","305","beacon1","38","-83","2023-04-12 01:20:21","be7"
"1339","305","beacon10","38","-98","2023-04-12 01:20:22","be7"
"1340","305","beacon1","39","-90","2023-04-12 01:20:23","be7"
"1341","305","beacon2","37","-101","2023-04-12 01:20:23","be7"
"1342","305","beacon10","38","-91","2023-04-12 01:20:23","be7"
"1343","306","beacon10","37","-97","2023-04-12 01:20:28","be7"
"1344","306","beacon1","38","-83","2023-04-12 01:20:28","be7"
"1345","306","beacon4","38","-101","2023-04-12 01:20:28","be7"
"1346","306","beacon2","37","-100","2023-04-12 01:20:29","be7"
"1347","307","beacon1","38","-81","2023-04-12 01:20:33","be7"
"1348","307","beacon2","38","-100","2023-04-12 01:20:33","be7"
"1349","307","beacon10","38","-98","2023-04-12 01:20:33","be7"
"1350","307","beacon3","38","-99","2023-04-12 01:20:34","be7"
"1351","308","beacon2","38","-93","2023-04-12 01:20:39","be7"
"1352","308","beacon1","38","-90","2023-04-12 01:20:39","be7"
"1353","308","beacon10","37","-97","2023-04-12 01:20:39","be7"
"1354","309","beacon1","38","-84","2023-04-12 01:20:45","be7"
"1355","309","beacon2","38","-94","2023-04-12 01:20:45","be7"
"1356","309","beacon10","37","-96","2023-04-12 01:20:45","be7"
"1357","309","beacon3","38","-97","2023-04-12 01:20:46","be7"
"1358","310","beacon1","38","-90","2023-04-12 01:20:51","be7"
"1359","310","beacon10","38","-99","2023-04-12 01:20:51","be7"
"1360","310","beacon2","37","-98","2023-04-12 01:20:52","be7"
"1361","311","beacon10","38","-97","2023-04-12 01:20:58","be7"
"1362","311","beacon2","37","-98","2023-04-12 01:20:58","be7"
"1363","311","beacon1","37","-89","2023-04-12 01:20:58","be7"
"1364","312","beacon2","38","-88","2023-04-12 01:21:04","be7"
"1365","312","beacon1","38","-85","2023-04-12 01:21:04","be7"
"1366","312","beacon10","37","-98","2023-04-12 01:21:04","be7"
"1367","313","beacon1","38","-91","2023-04-12 01:21:09","be7"
"1368","313","beacon2","38","-95","2023-04-12 01:21:09","be7"
"1369","313","beacon10","38","-99","2023-04-12 01:21:09","be7"
"1370","314","beacon1","37","-83","2023-04-12 01:21:18","be7"
"1371","314","beacon3","38","-104","2023-04-12 01:21:18","be7"
"1372","314","beacon10","37","-99","2023-04-12 01:21:18","be7"
"1373","314","beacon2","37","-92","2023-04-12 01:21:18","be7"
"1374","315","beacon2","38","-100","2023-04-12 01:21:21","be7"
"1375","315","beacon1","38","-90","2023-04-12 01:21:21","be7"
"1376","315","beacon10","37","-96","2023-04-12 01:21:21","be7"
"1377","315","beacon10","37","-100","2023-04-12 01:21:24","be7"
"1378","315","beacon2","37","-97","2023-04-12 01:21:24","be7"
"1379","315","beacon1","37","-90","2023-04-12 01:21:24","be7"
"1380","316","beacon2","38","-91","2023-04-12 01:21:31","be7"
"1381","316","beacon1","38","-89","2023-04-12 01:21:31","be7"
"1382","316","beacon10","37","-92","2023-04-12 01:21:31","be7"
"1383","317","beacon10","38","-96","2023-04-12 01:21:33","be7"
"1384","317","beacon1","38","-91","2023-04-12 01:21:35","be7"
"1385","317","beacon2","38","-98","2023-04-12 01:21:35","be7"
"1386","318","beacon10","37","-91","2023-04-12 01:21:42","be7"
"1387","318","beacon2","39","-83","2023-04-12 01:21:42","be7"
"1388","318","beacon1","37","-87","2023-04-12 01:21:42","be7"
"1389","318","beacon4","38","-101","2023-04-12 01:21:42","be7"
"1390","319","beacon1","38","-93","2023-04-12 01:21:45","be7"
"1391","319","beacon2","38","-95","2023-04-12 01:21:45","be7"
"1392","319","beacon10","38","-91","2023-04-12 01:21:45","be7"
"1393","320","beacon10","37","-95","2023-04-12 01:21:51","be7"
"1394","320","beacon3","38","-101","2023-04-12 01:21:52","be7"
"1395","320","beacon1","37","-88","2023-04-12 01:21:53","be7"
"1396","320","beacon2","37","-94","2023-04-12 01:21:53","be7"
"1397","321","beacon1","37","-91","2023-04-12 01:22:19","be8"
"1398","321","beacon2","37","-91","2023-04-12 01:22:26","be8"
"1399","321","beacon3","38","-97","2023-04-12 01:22:39","be8"
"1400","321","beacon10","37","-93","2023-04-12 01:22:39","be8"
"1401","321","beacon4","38","-98","2023-04-12 01:22:39","be8"
"1402","322","beacon2","37","-83","2023-04-12 01:22:39","be8"
"1403","322","beacon1","38","-92","2023-04-12 01:22:39","be8"
"1404","322","beacon10","37","-98","2023-04-12 01:22:39","be8"
"1405","323","beacon1","37","-90","2023-04-12 01:22:39","be8"
"1406","323","beacon2","38","-97","2023-04-12 01:22:39","be8"
"1407","323","beacon10","37","-99","2023-04-12 01:22:39","be8"
"1408","323","beacon4","38","-101","2023-04-12 01:22:39","be8"
"1409","323","beacon3","38","-96","2023-04-12 01:22:39","be8"
"1410","324","beacon1","37","-94","2023-04-12 01:22:39","be8"
"1411","324","beacon2","38","-87","2023-04-12 01:22:39","be8"
"1412","324","beacon10","37","-91","2023-04-12 01:22:39","be8"
"1413","324","beacon3","38","-97","2023-04-12 01:22:40","be8"
"1414","325","beacon1","38","-95","2023-04-12 01:22:45","be8"
"1415","325","beacon2","38","-96","2023-04-12 01:22:45","be8"
"1416","325","beacon10","37","-98","2023-04-12 01:22:45","be8"
"1417","326","beacon1","37","-91","2023-04-12 01:22:51","be8"
"1418","326","beacon2","37","-95","2023-04-12 01:22:51","be8"
"1419","326","beacon10","37","-89","2023-04-12 01:22:51","be8"
"1420","326","beacon10","38","-95","2023-04-12 01:22:54","be8"
"1421","326","beacon2","39","-89","2023-04-12 01:22:54","be8"
"1422","326","beacon1","37","-90","2023-04-12 01:22:54","be8"
"1423","326","beacon4","37","-97","2023-04-12 01:22:54","be8"
"1424","327","beacon2","37","-94","2023-04-12 01:22:55","be8"
"1425","327","beacon4","37","-97","2023-04-12 01:22:55","be8"
"1426","327","beacon10","37","-88","2023-04-12 01:22:55","be8"
"1427","327","beacon1","38","-102","2023-04-12 01:22:55","be8"
"1428","328","beacon2","38","-84","2023-04-12 01:23:02","be8"
"1429","328","beacon10","37","-95","2023-04-12 01:23:02","be8"
"1430","328","beacon1","38","-94","2023-04-12 01:23:02","be8"
"1431","329","beacon2","37","-96","2023-04-12 01:23:07","be8"
"1432","329","beacon1","38","-92","2023-04-12 01:23:10","be8"
"1433","329","beacon10","37","-89","2023-04-12 01:23:10","be8"
"1434","330","beacon2","37","-86","2023-04-12 01:23:13","be8"
"1435","330","beacon1","38","-94","2023-04-12 01:23:13","be8"
"1436","330","beacon10","37","-92","2023-04-12 01:23:13","be8"
"1437","330","beacon3","37","-100","2023-04-12 01:23:17","be8"
"1438","331","beacon2","38","-91","2023-04-12 01:23:19","be8"
"1439","331","beacon1","38","-86","2023-04-12 01:23:22","be8"
"1440","331","beacon10","37","-94","2023-04-12 01:23:22","be8"
"1441","332","beacon1","37","-95","2023-04-12 01:23:27","be8"
"1442","332","beacon2","37","-97","2023-04-12 01:23:27","be8"
"1443","332","beacon10","38","-99","2023-04-12 01:23:27","be8"
"1444","333","beacon1","37","-91","2023-04-12 01:23:31","be8"
"1445","333","beacon2","38","-98","2023-04-12 01:23:31","be8"
"1446","333","beacon10","37","-87","2023-04-12 01:23:31","be8"
"1447","333","beacon4","38","-101","2023-04-12 01:23:31","be8"
"1448","334","beacon10","37","-87","2023-04-12 01:23:37","be8"
"1449","334","beacon1","37","-92","2023-04-12 01:23:38","be8"
"1450","334","beacon2","37","-99","2023-04-12 01:23:38","be8"
"1451","334","beacon4","37","-96","2023-04-12 01:23:39","be8"
"1452","334","beacon3","38","-102","2023-04-12 01:23:39","be8"
"1453","335","beacon1","38","-84","2023-04-12 01:23:43","be8"
"1454","335","beacon2","38","-89","2023-04-12 01:23:45","be8"
"1455","335","beacon10","37","-95","2023-04-12 01:23:45","be8"
"1456","336","beacon1","37","-96","2023-04-12 01:23:50","be8"
"1457","336","beacon4","37","-101","2023-04-12 01:23:50","be8"
"1458","336","beacon2","38","-92","2023-04-12 01:23:50","be8"
"1459","336","beacon10","37","-91","2023-04-12 01:23:50","be8"
"1460","336","beacon1","39","-86","2023-04-12 01:23:51","be8"
"1461","336","beacon2","37","-95","2023-04-12 01:23:52","be8"
"1462","337","beacon2","38","-96","2023-04-12 01:23:55","be8"
"1463","337","beacon1","38","-92","2023-04-12 01:23:56","be8"
"1464","337","beacon10","37","-100","2023-04-12 01:23:56","be8"
"1465","337","beacon9","37","-98","2023-04-12 01:23:56","be8"
"1466","338","beacon10","38","-97","2023-04-12 01:24:02","be8"
"1467","338","beacon2","37","-88","2023-04-12 01:24:02","be8"
"1468","338","beacon1","38","-97","2023-04-12 01:24:02","be8"
"1469","338","beacon4","38","-99","2023-04-12 01:24:03","be8"
"1470","339","beacon1","37","-96","2023-04-12 01:24:07","be8"
"1471","339","beacon2","38","-87","2023-04-12 01:24:07","be8"
"1472","339","beacon10","37","-96","2023-04-12 01:24:07","be8"
"1473","339","beacon4","38","-99","2023-04-12 01:24:09","be8"
"1474","340","beacon10","37","-94","2023-04-12 01:24:13","be8"
"1475","340","beacon2","37","-97","2023-04-12 01:24:14","be8"
"1476","340","beacon1","37","-90","2023-04-12 01:24:14","be8"
"1477","341","beacon1","37","-84","2023-04-12 01:24:41","be9"
"1478","341","beacon2","37","-92","2023-04-12 01:24:41","be9"
"1479","341","beacon10","37","-94","2023-04-12 01:24:42","be9"
"1480","341","beacon4","37","-100","2023-04-12 01:24:43","be9"
"1481","341","beacon3","37","-97","2023-04-12 01:24:44","be9"
"1482","342","beacon1","37","-90","2023-04-12 01:24:47","be9"
"1483","342","beacon2","37","-90","2023-04-12 01:24:47","be9"
"1484","342","beacon10","38","-99","2023-04-12 01:24:47","be9"
"1485","342","beacon3","37","-101","2023-04-12 01:24:47","be9"
"1486","342","beacon4","38","-99","2023-04-12 01:24:48","be9"
"1487","343","beacon10","38","-84","2023-04-12 01:24:56","be9"
"1488","343","beacon2","37","-98","2023-04-12 01:24:56","be9"
"1489","343","beacon3","38","-99","2023-04-12 01:24:56","be9"
"1490","343","beacon1","38","-93","2023-04-12 01:24:56","be9"
"1491","343","beacon4","38","-94","2023-04-12 01:24:56","be9"
"1492","344","beacon1","37","-96","2023-04-12 01:24:59","be9"
"1493","344","beacon2","37","-86","2023-04-12 01:24:59","be9"
"1494","344","beacon10","39","-83","2023-04-12 01:25:01","be9"
"1495","344","beacon4","37","-92","2023-04-12 01:25:02","be9"
"1496","345","beacon1","37","-93","2023-04-12 01:25:06","be9"
"1497","345","beacon2","37","-87","2023-04-12 01:25:06","be9"
"1498","345","beacon10","38","-95","2023-04-12 01:25:06","be9"
"1499","345","beacon4","37","-101","2023-04-12 01:25:06","be9"
"1500","346","beacon1","37","-89","2023-04-12 01:25:11","be9"
"1501","346","beacon2","37","-97","2023-04-12 01:25:11","be9"
"1502","346","beacon10","38","-89","2023-04-12 01:25:11","be9"
"1503","346","beacon4","38","-97","2023-04-12 01:25:13","be9"
"1504","346","beacon1","38","-91","2023-04-12 01:25:15","be9"
"1505","346","beacon2","38","-95","2023-04-12 01:25:15","be9"
"1506","347","beacon1","37","-89","2023-04-12 01:25:17","be9"
"1507","347","beacon2","37","-86","2023-04-12 01:25:17","be9"
"1508","347","beacon4","37","-97","2023-04-12 01:25:20","be9"
"1509","347","beacon10","37","-92","2023-04-12 01:25:20","be9"
"1510","347","beacon3","37","-103","2023-04-12 01:25:20","be9"
"1511","348","beacon1","37","-86","2023-04-12 01:25:23","be9"
"1512","348","beacon2","37","-82","2023-04-12 01:25:23","be9"
"1513","348","beacon10","39","-85","2023-04-12 01:25:23","be9"
"1514","348","beacon3","37","-101","2023-04-12 01:25:24","be9"
"1515","348","beacon4","37","-99","2023-04-12 01:25:26","be9"
"1516","349","beacon1","37","-93","2023-04-12 01:25:29","be9"
"1517","349","beacon2","37","-85","2023-04-12 01:25:29","be9"
"1518","349","beacon10","37","-87","2023-04-12 01:25:30","be9"
"1519","349","beacon4","37","-104","2023-04-12 01:25:30","be9"
"1520","350","beacon1","37","-88","2023-04-12 01:25:35","be9"
"1521","350","beacon2","37","-89","2023-04-12 01:25:35","be9"
"1522","350","beacon4","37","-95","2023-04-12 01:25:36","be9"
"1523","350","beacon10","37","-91","2023-04-12 01:25:36","be9"
"1524","351","beacon1","37","-92","2023-04-12 01:25:46","be9"
"1525","351","beacon10","38","-94","2023-04-12 01:25:46","be9"
"1526","351","beacon2","38","-91","2023-04-12 01:26:07","be9"
"1527","351","beacon4","37","-98","2023-04-12 01:26:07","be9"
"1528","352","beacon10","38","-91","2023-04-12 01:26:10","be9"
"1529","352","beacon1","37","-96","2023-04-12 01:26:10","be9"
"1530","352","beacon2","37","-85","2023-04-12 01:26:10","be9"
"1531","352","beacon4","37","-95","2023-04-12 01:26:10","be9"
"1532","353","beacon1","37","-95","2023-04-12 01:26:10","be9"
"1533","353","beacon2","37","-83","2023-04-12 01:26:10","be9"
"1534","353","beacon10","38","-85","2023-04-12 01:26:10","be9"
"1535","353","beacon4","38","-90","2023-04-12 01:26:10","be9"
"1536","354","beacon1","37","-85","2023-04-12 01:26:10","be9"
"1537","354","beacon2","37","-90","2023-04-12 01:26:10","be9"
"1538","354","beacon4","37","-98","2023-04-12 01:26:10","be9"
"1539","354","beacon10","37","-84","2023-04-12 01:26:10","be9"
"1540","355","beacon10","38","-84","2023-04-12 01:26:10","be9"
"1541","355","beacon1","37","-88","2023-04-12 01:26:10","be9"
"1542","355","beacon2","37","-98","2023-04-12 01:26:10","be9"
"1543","355","beacon4","37","-93","2023-04-12 01:26:10","be9"
"1544","356","beacon1","37","-87","2023-04-12 01:26:19","be9"
"1545","356","beacon2","37","-87","2023-04-12 01:26:19","be9"
"1546","356","beacon3","37","-99","2023-04-12 01:26:19","be9"
"1547","356","beacon10","37","-87","2023-04-12 01:26:19","be9"
"1548","356","beacon4","38","-102","2023-04-12 01:26:19","be9"
"1549","357","beacon10","38","-86","2023-04-12 01:26:19","be9"
"1550","357","beacon1","37","-92","2023-04-12 01:26:19","be9"
"1551","357","beacon2","38","-96","2023-04-12 01:26:19","be9"
"1552","357","beacon4","38","-94","2023-04-12 01:26:19","be9"
"1553","357","beacon2","37","-89","2023-04-12 01:26:19","be9"
"1554","357","beacon1","37","-87","2023-04-12 01:26:19","be9"
"1555","357","beacon4","37","-93","2023-04-12 01:26:19","be9"
"1556","357","beacon10","37","-99","2023-04-12 01:26:19","be9"
"1557","358","beacon2","37","-94","2023-04-12 01:26:23","be9"
"1558","358","beacon1","37","-96","2023-04-12 01:26:23","be9"
"1559","358","beacon4","37","-91","2023-04-12 01:26:26","be9"
"1560","358","beacon10","37","-83","2023-04-12 01:26:26","be9"
"1561","358","beacon3","38","-101","2023-04-12 01:26:26","be9"
"1562","359","beacon2","37","-89","2023-04-12 01:26:30","be9"
"1563","359","beacon1","37","-96","2023-04-12 01:26:30","be9"
"1564","359","beacon4","37","-100","2023-04-12 01:26:30","be9"
"1565","359","beacon10","37","-84","2023-04-12 01:26:30","be9"
"1566","360","beacon1","37","-86","2023-04-12 01:26:35","be9"
"1567","360","beacon2","38","-99","2023-04-12 01:26:46","be9"
"1568","360","beacon10","37","-84","2023-04-12 01:26:49","be9"
"1569","360","beacon4","38","-103","2023-04-12 01:26:49","be9"
"1570","360","beacon3","37","-100","2023-04-12 01:26:49","be9"
"1571","361","beacon4","38","-97","2023-04-12 01:27:03","h1"
"1572","361","beacon10","38","-81","2023-04-12 01:27:03","h1"
"1573","361","beacon1","37","-97","2023-04-12 01:27:03","h1"
"1574","361","beacon2","37","-91","2023-04-12 01:27:04","h1"
"1575","361","beacon3","37","-99","2023-04-12 01:27:05","h1"
"1576","362","beacon10","37","-84","2023-04-12 01:27:09","h1"
"1577","362","beacon2","37","-92","2023-04-12 01:27:09","h1"
"1578","362","beacon1","37","-90","2023-04-12 01:27:09","h1"
"1579","362","beacon4","37","-95","2023-04-12 01:27:10","h1"
"1580","362","beacon3","38","-93","2023-04-12 01:27:13","h1"
"1581","363","beacon9","37","-99","2023-04-12 01:27:15","h1"
"1582","363","beacon10","37","-95","2023-04-12 01:27:15","h1"
"1583","363","beacon4","38","-98","2023-04-12 01:27:15","h1"
"1584","363","beacon2","37","-94","2023-04-12 01:27:15","h1"
"1585","363","beacon1","38","-91","2023-04-12 01:27:16","h1"
"1586","363","beacon3","38","-100","2023-04-12 01:27:17","h1"
"1587","363","beacon8","38","-102","2023-04-12 01:27:18","h1"
"1588","364","beacon10","37","-80","2023-04-12 01:27:21","h1"
"1589","364","beacon2","39","-80","2023-04-12 01:27:21","h1"
"1590","364","beacon4","38","-96","2023-04-12 01:27:21","h1"
"1591","364","beacon3","37","-95","2023-04-12 01:27:21","h1"
"1592","364","beacon1","37","-100","2023-04-12 01:27:23","h1"
"1593","365","beacon10","37","-92","2023-04-12 01:27:34","h1"
"1594","365","beacon2","37","-95","2023-04-12 01:27:34","h1"
"1595","365","beacon1","37","-92","2023-04-12 01:27:34","h1"
"1596","365","beacon4","37","-100","2023-04-12 01:27:34","h1"
"1597","365","beacon3","38","-100","2023-04-12 01:27:34","h1"
"1598","366","beacon4","38","-92","2023-04-12 01:27:34","h1"
"1599","366","beacon2","39","-80","2023-04-12 01:27:34","h1"
